Account: Account name,Campaign: Campaign name,Campaign: Campaign Id,Report: Date,Cost: Amount spend,Performance: Clicks,Cost: CPC,Clicks: CTR,Performance: Impressions,Conversions: All conversions,Conversions: Conversions,Cost: Cost per conversion,Campaign: Campaign status,Campaign: Start date,Campaign: End date,Campaign: Advertising channel type,Campaign: Tracking URL template,Campaign: Budget amount
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-22,58.477106,21,2.7846241,0.03763441,558,0.5,0.5,116.954212,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-03-22,181.375031,70,2.59107187,0.04072135,1719,1.764754,1.764754,102.7763819,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-03-23,379.119445,141,2.68879039,0.03211845,4390,3.541342,3.541342,107.0553042,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-23,350.670496,111,3.15919366,0.04657994,2383,8.34192,8.34192,42.03714445,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-03-23,64.60094,22,2.93640636,0.00673813,3265,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-23,78.770149,35,2.25057569,0.01834382,1908,0,0,,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-23,96.34,22,4.37909091,0.02722772,808,0.964871,0.964871,99.84754439,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-03-23,236.019853,86,2.7444169,0.04369919,1968,0,0,,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - Search - Non Brand - Hoboken,22080702199,2025-03-24,0,0,,,0,0,0,,PAUSED,2024-12-30,2037-12-30,SEARCH,,150
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-24,353.718699,105,3.36874951,0.03708937,2831,12.673726,9.673726,36.5648871,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-03-24,65.037981,9,7.22644233,0.00300702,2993,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-24,74.559927,27,2.76147878,0.03958944,682,1.699655,0.699655,106.5667036,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-24,80.565049,21,3.8364309,0.05737705,366,2.964871,2.964871,27.17320551,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-03-25,324.495926,137,2.3685834,0.33012048,415,26.29765,23.29765,13.92826856,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-03-25,441.793444,178,2.48198564,0.03246398,5483,6.769896,4.769896,92.62119006,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-25,342.736284,110,3.1157844,0.04608295,2387,11.851615,7.851615,43.65169255,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-03-25,64.132471,9,7.12583011,0.00274307,3281,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-25,74.601093,28,2.66432475,0.0502693,557,0.970226,0.970226,76.89042862,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-25,77.940839,24,3.24753496,0.04715128,509,1.793856,1.793856,43.44877125,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-03-25,199.567821,55,3.62850584,0.05041247,1091,4.666668,1.666668,119.7405968,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-04-02,338.739358,142,2.38548844,0.03602232,3942,7.288571,3.288571,103.0050311,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-04,372.818087,119,3.1329251,0.1954023,609,20.667653,14.667653,25.41770568,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-03-29,185.315868,80,2.31644835,0.3539823,226,11.582367,7.582367,24.44037172,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-03-30,194.127121,84,2.31103715,0.20338983,413,16.722564,16.722564,11.60869356,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-07,367.965185,144,2.55531378,0.28290766,509,25.667175,19.667175,18.70961056,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-03-28,257.572149,99,2.60173888,0.24874372,398,24.645637,16.645637,15.47385354,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-04-03,380.770348,134,2.84156976,0.03408802,3931,6.377843,3.377843,112.7258869,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-03-31,446.737953,199,2.24491434,0.03080972,6459,2.5,1.5,297.825302,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-02,359.494487,87,4.13212054,0.23015873,378,13.001384,11.001384,32.67720561,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-01,316.427393,107,2.95726536,0.27226463,393,35.045396,26.045396,12.14907207,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-28,305.988863,82,3.7315715,0.05589639,1467,6.985898,4.985898,61.37086298,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-04-07,280.324108,112,2.50289382,0.03203661,3496,2.991663,2.991663,93.70176654,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-03-29,270.756042,104,2.60342348,0.02322984,4477,5.980436,2.980436,90.84444088,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-06,265.624106,108,2.45948246,0.21259843,508,13.214706,13.214706,20.10064439,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-03-26,329.259072,117,2.8141801,0.29846939,392,16.064811,6.064811,54.29007961,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-03-29,60.586629,8,7.57332863,0.00377003,2122,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-03-28,197.109667,67,2.94193533,0.06320755,1060,3.025108,2.025108,97.33291607,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-03,434.101877,164,2.64696266,0.28034188,585,47.881455,38.881455,11.16475392,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-04-01,90.812585,20,4.54062925,0.04950495,404,3,3,30.27086167,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-04-07,0,0,,,0,0,0,,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-04-02,57.232008,10,5.7232008,0.03831418,261,1,1,57.232008,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-03-30,60.248758,10,6.0248758,0.00276472,3617,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-03-30,170.064044,67,2.53826931,0.04085366,1640,0.321065,0.321065,529.6872721,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-04-01,411.888263,191,2.15648305,0.03292536,5801,3.043839,1.043839,394.5898391,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-03-29,154.669205,52,2.97440779,0.04377104,1188,5.052942,4.052942,38.16220538,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-03-28,60.568866,19,3.18783505,0.0064758,2934,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-04-04,186.316595,63,2.95740627,0.05113636,1232,4.5,1.5,124.2110633,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-04-01,316.073616,93,3.39864103,0.0736342,1263,9.745894,8.745894,36.13965776,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-04-02,361.007897,141,2.5603397,0.05467235,2579,25.648162,21.648162,16.67614539,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Search - Non Brand - Hoboken,22080702199,2025-04-07,0,0,,,0,0,0,,PAUSED,2024-12-30,2037-12-30,SEARCH,,150
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-04-04,62.731104,19,3.30163705,0.00640377,2967,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-05,284.800658,105,2.71238722,0.19924099,527,19.10063,16.10063,17.68878969,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-03-26,408.123724,185,2.20607418,0.03100905,5966,5.515268,1.515268,269.3409509,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-04-08,323.309956,84,3.84892805,0.32432432,259,16.43446,10.43446,30.98482873,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-04-06,243.825127,114,2.1388169,0.0289487,3938,2.516697,2.516697,96.8829887,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-31,317.151588,107,2.96403353,0.054564,1961,17.841807,17.841807,17.77575489,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-03-27,447.411435,174,2.57133009,0.0262483,6629,8.04554,1.04554,427.9237858,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-04-04,46.775,19,2.46184211,0.04185022,454,1.015173,0.015173,3082.77862,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-26,75.777213,21,3.60843871,0.0893617,235,3,3,25.259071,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-27,75.111298,21,3.57672848,0.05329949,394,0,0,,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-04-03,289.739289,83,3.49083481,0.02901084,2861,6.56404,3.56404,81.2951844,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-30,91.919463,55,1.67126296,0.05334627,1031,1,1,91.919463,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-29,49.158366,34,1.44583429,0.04141291,821,0,0,,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-31,46.26,15,3.084,0.05033557,298,1.5,1.5,30.84,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-04-08,0,0,,,0,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-28,73.451103,44,1.66934325,0.04417671,996,0,0,,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - Acquisition,22318349507,2025-04-08,0,0,,,0,0,0,,PAUSED,2025-03-07,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,250
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-04-06,255.744353,80,3.19680441,0.0257732,3104,5.532295,5.532295,46.2275336,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-26,321.887119,94,3.42433105,0.06163934,1525,4.833334,4.833334,66.59732578,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-27,315.403524,98,3.21840331,0.05051546,1940,8.143706,3.143706,100.3285689,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-04-03,110.893773,25,4.43575092,0.03828484,653,1.484732,1.484732,74.68942072,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - Search - Non Brand - Jersey City,21958800712,2025-03-30,0,0,,,0,0,0,,PAUSED,2024-11-26,2037-12-30,SEARCH,,100
Evolve Med Spa,[SB] - PMax - NB,21913257998,2025-04-04,260.336424,100,2.60336424,0.02384927,4193,6.911838,4.911838,53.00183434,PAUSED,2024-11-15,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,450
Evolve Med Spa,[SB] - Search - Non Brand - Jersey City,21958800712,2025-03-26,0,0,,,0,0,0,,PAUSED,2024-11-26,2037-12-30,SEARCH,,100
Evolve Med Spa,[SB] - Search - Non Brand - Jersey City,21958800712,2025-03-27,0,0,,,0,0,0,,PAUSED,2024-11-26,2037-12-30,SEARCH,,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-30,310.585009,89,3.4897192,0.03464383,2569,1.333332,1.333332,232.9389897,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-03-29,207.33074,110,1.88482491,0.04694836,2343,11.873964,9.873964,20.99772087,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-04-04,47.232441,8,5.90405513,0.02339181,342,0.961179,0.961179,49.14010918,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-27,74.696777,43,1.73713435,0.03568465,1205,0,0,,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-04-07,287.414308,99,2.90317483,0.04011345,2468,11.124893,6.124893,46.92560474,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Hydrafacial,22281017978,2025-03-26,71.590938,39,1.83566508,0.04295154,908,2.012647,2.012647,35.5705387,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=hydrafacial,100
Evolve Med Spa,[SB] - Search - Non Brand - Jersey City,21958800712,2025-04-03,0,0,,,0,0,0,,PAUSED,2024-11-26,2037-12-30,SEARCH,,100
Evolve Med Spa,[SB] - PMax - NB - Lip Flip,22281114386,2025-03-30,102.5,20,5.125,0.03696858,541,0,0,,PAUSED,2025-02-24,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=lipflip,100
Evolve Med Spa,[SB] - Demand Gen,22249160520,2025-04-02,73.004214,15,4.8669476,0.00571646,2624,0,0,,PAUSED,2025-02-18,2037-12-30,DEMAND_GEN,,70
